,SerialNumberContract,Qty,ContractNumber,SerialNumber,is_serialnum
886,The touch screen shows plenty of Amps running to breaker 4 but the kilowatts still read 0.0.  The equipment on the floor also verifies that there should be ~4-6 KW showing up on the meter,0,50046000000rCFqAAM,The touch screen shows plenty of Amps running to breaker 4 but the kilowatts still read 0.0. The equipment on the floor also verifies that there should be ~4-6 KW showing up on the meter ,True
887,STS lost communication to BMS. I called him and had him to reset the Modbus port on the monitor and it didnít help. It stopped  communicating last Friday. He ran a Modscan and cant get any ifo. I would sugget a monitor and a small contractor board just in case.,0,50046000000rCFnAAM,STS lost communication to BMS. I called him and had him to reset the Modbus port on the monitor and it didnít help. It stopped communicating last Friday. He ran a Modscan and cant get any ifo. I would sugget a monitor and a small contractor board just in case. ,True
888,To assist with upgrade on the JComms,0,50046000000rCFhAAM,To assist with upgrade on the JComms ,True
889,PDU has bad motherboard,0,50046000000rCG2AAM,PDU has bad motherboard ,True
890,"troubleshoot / possible calibration of RPPs

Site address:
Digital Realty
suite 170
907 Security Row
Richardson, TX 75080

Contact: 
Mark Brown
602-769-8837",0,50046000000rCMiAAM,"troubleshoot / possible calibration of RPPs Site address: Digital Realty suite 170 907 Security Row Richardson, TX 75080 Contact: Mark Brown 602-769-8837 ",True
891,"IST Testing   (16) PDUs , serial # 110-4432

site
Digital Realty
suite 110 / 120
907 Security Row
Richardson, TX",0,50046000000rCIVAA2,"IST Testing (16) PDUs , serial # 110-4432 site Digital Realty suite 110 / 120 907 Security Row Richardson, TX ",True
892,"Start-up of 8 PDUs
110-4456

Site address:
Digital Realty Trust LLP
907 Security Row, Suite 170
Richardson, TX 75081

Contact:
Mark Brown
(602) 769-8837 (m)",0,50046000000rCIUAA2,"Start-up of 8 PDUs 110-4456 Site address: Digital Realty Trust LLP 907 Security Row, Suite 170 Richardson, TX 75081 Contact: Mark Brown (602) 769-8837 (m) ",True
893,"To reprogram bus duct monitor; they cannot get into system to reset max amp readings. Plus (2) 100 amp bus ducts were upgraded to 200 amp, so parameters need to be changed.

Site address:
HP Cambridge
150 Cambridge Park Drive
Cambridge, MA

Contact:
George Harris
508-485-2822
508-922-8897",0,50046000000rCISAA2,"To reprogram bus duct monitor; they cannot get into system to reset max amp readings. Plus (2) 100 amp bus ducts were upgraded to 200 amp, so parameters need to be changed. Site address: HP Cambridge 150 Cambridge Park Drive Cambridge, MA Contact: George Harris 508-485-2822 508-922-8897 ",True
894,"Start-up of a PDU
110-4460

Site address:
ViaWest
12500 East Arapahoe Road
Centennial, CO 80112

Contact:
Dusty Parker
720-641-1137",0,50046000000rCIbAAM,"Start-up of a PDU 110-4460 Site address: ViaWest 12500 East Arapahoe Road Centennial, CO 80112 Contact: Dusty Parker 720-641-1137 ",True
895,PDU-B1 is having transfer issues. Need to investigate cause of transfer.,0,50046000000rCIeAAM,PDU-B1 is having transfer issues. Need to investigate cause of transfer. ,True
896,"To perform stand by while the site installs (2) STSs and reestablishing the internal connections; units will need to be started up and tested after that to verify they are working.
420-0103


Site address:
BEDROCK REAL ESTATE SERVICES
1092 Woodward Avenue
Detroit, MI  48226

Contact:
James Bierl
313.782.9710 (o)
248.752.6670 (m)",0,50046000000rCIZAA2,"To perform stand by while the site installs (2) STSs and reestablishing the internal connections; units will need to be started up and tested after that to verify they are working. 420-0103 Site address: BEDROCK REAL ESTATE SERVICES 1092 Woodward Avenue Detroit, MI 48226 Contact: James Bierl 313.782.9710 (o) 248.752.6670 (m) ",True
897,"Scope:
To perform SU on (2) PDUs; 110-4462-1-2; SO24103",0,50046000000rCIYAA2,Scope: To perform SU on (2) PDUs; 110-4462-1-2; SO24103 ,True
898,"Standby service in DFW2 while customer does the PM's on their UPS equipment.  PDI on site just in case our equipment is impacted.

Site:
Rackspace
1232 Alma Rd
Richardson, TX  75081",0,50046000000rCIXAA2,"Standby service in DFW2 while customer does the PM's on their UPS equipment. PDI on site just in case our equipment is impacted. Site: Rackspace 1232 Alma Rd Richardson, TX 75081 ",True
899,"Scope:
To perform SU on (1) PDU; 110-4441; SO23793",0,50046000000rCIaAAM,Scope: To perform SU on (1) PDU; 110-4441; SO23793 ,True
900,RPP touch screen Monitor is not responding. We will need to reset monitor and upgrade to latest Version.,0,50046000000rCIMAA2,RPP touch screen Monitor is not responding. We will need to reset monitor and upgrade to latest Version. ,True
901,"RPP has amp draw on panel ""B"" cks 25, 28, 30 and there is no load on the circuit.  use hot fix kit to repair
serial # 180-1931-7

site
CyrusOne
1649 W Frankford Rd
Carrollton, TX  75007",0,50046000000rCAdAAM,"RPP has amp draw on panel ""B"" cks 25, 28, 30 and there is no load on the circuit. use hot fix kit to repair serial # 180-1931-7 site CyrusOne 1649 W Frankford Rd Carrollton, TX 75007 ",True
902,"We need the alarm high / low setpoints from the PDUís that will require your technician to download.

Cristinel will be sending you the model and serial #ís for the 12 PDUís as field verified today.

Bottom line, we need to make sure we are receiving the appropriate alarms on the PDU HMI and via the BMS. WE currently have 2 PDUís with output amps on one phase at 96-97% with no alarm at the unit or remotely.

Please send a proposal as soon as possible so we can provide you a PO and get this scheduled and resolved. It is very time sensitive.

Also, if you could please send the alarm register list for these PDUs as requested so that I can have the BMS vendor validate the Modbus config is correct to receive your alarms, that would be greatly appreciated. 


Thank you,",0,50046000000rCHGAA2,"We need the alarm high / low setpoints from the PDUís that will require your technician to download. Cristinel will be sending you the model and serial #ís for the 12 PDUís as field verified today. Bottom line, we need to make sure we are receiving the appropriate alarms on the PDU HMI and via the BMS. WE currently have 2 PDUís with output amps on one phase at 96-97% with no alarm at the unit or remotely. Please send a proposal as soon as possible so we can provide you a PO and get this scheduled and resolved. It is very time sensitive. Also, if you could please send the alarm register list for these PDUs as requested so that I can have the BMS vendor validate the Modbus config is correct to receive your alarms, that would be greatly appreciated. Thank you, ",True
903,"PM on 27 sts

Dell (PS3B)
701 East Palmer Rd
Austin, TX 78753",0,50046000000rCHYAA2,"PM on 27 sts Dell (PS3B) 701 East Palmer Rd Austin, TX 78753 ",True
904,"PM on 26 STS

Site:
Dell (PC1)
1404 Park Center Drive
Austin TX  78753",0,50046000000rCHXAA2,PM on 26 STS Site: Dell (PC1) 1404 Park Center Drive Austin TX 78753 ,True
905,"start up (2) PDUs, serial # 110-4435

site
Verizon (Hi-Tech Electric)
700 Hidden Ridge
West Building
Irving, TX  75038",0,50046000000rCHRAA2,"start up (2) PDUs, serial # 110-4435 site Verizon (Hi-Tech Electric) 700 Hidden Ridge West Building Irving, TX 75038 ",True
906,"PM on (1) unit, serial # 451-0023

Site
Verizon
2319 West Market St
Bloomington, IL  61704",0,50046000000rCHhAAM,"PM on (1) unit, serial # 451-0023 Site Verizon 2319 West Market St Bloomington, IL 61704 ",True
907,"Scope:
To perform preventative maintenance and firmware upgrade on (40) RPPs; See attached list for RPP audit; SO24671",0,50046000000rCHgAAM,Scope: To perform preventative maintenance and firmware upgrade on (40) RPPs; See attached list for RPP audit; SO24671 ,True
908,"Display needs to be replaced on PDU.


site
Digital Realty
suite 110 / 120
907 Security Row
Richardson, TX",0,50046000000rCHdAAM,"Display needs to be replaced on PDU. site Digital Realty suite 110 / 120 907 Security Row Richardson, TX ",True
909,"To inspect PDU with incorrect voltage on 1 phase; 110-1839-19; Spare parts kit shipped to site for your use.

Site address:
BT Radianz
492 River Road
Nutley, NJ 07110

Contact:
Bill Wright
973-662-3162",0,50046000000rCIJAA2,"To inspect PDU with incorrect voltage on 1 phase; 110-1839-19; Spare parts kit shipped to site for your use. Site address: BT Radianz 492 River Road Nutley, NJ 07110 Contact: Bill Wright 973-662-3162 ",True
910,"Start up of (6) PDUs; 110-4473

Site address:
Tierpoint
34 Saint Martin Drive
Marlborough, MA 01752

Contact:
Mike Curran
(603) 234-0909",0,50046000000rCIKAA2,"Start up of (6) PDUs; 110-4473 Site address: Tierpoint 34 Saint Martin Drive Marlborough, MA 01752 Contact: Mike Curran (603) 234-0909 ",True
911,"Scope:
To perform PM on (1) STS; 411-0003",0,50046000000rCIBAA2,Scope: To perform PM on (1) STS; 411-0003 ,True
912,"Start up 6 RPPs.
180-2351-3   (160505BR2-4)
180-2351-12 (160505CR2-4)
180-2351-7   (160505DR3-4)
180-2351-5   (160505DR3-4)
180-2351-9   (160505BR3-4)
180-2351-6   (160505BR3-3)

Site address:
Cyrus One
1649 West Frankford Road
Carrollton, TX 75007

Contact:
Gordon Forbush
469-289-2066 (o)
817-454-3522 (m)",0,50046000000rCI5AAM,"Start up 6 RPPs. 180-2351-3 (160505BR2-4) 180-2351-12 (160505CR2-4) 180-2351-7 (160505DR3-4) 180-2351-5 (160505DR3-4) 180-2351-9 (160505BR3-4) 180-2351-6 (160505BR3-3) Site address: Cyrus One 1649 West Frankford Road Carrollton, TX 75007 Contact: Gordon Forbush 469-289-2066 (o) 817-454-3522 (m) ",True
913,"To remove (4) sidecars on PDUs and move to pallets.
110-4429

Site address:
Stream
1708 West Creek Lane
Chaska, MN 55318

Contact:
John Oliver
(612) 490-8336",0,50046000000rCI4AAM,"To remove (4) sidecars on PDUs and move to pallets. 110-4429 Site address: Stream 1708 West Creek Lane Chaska, MN 55318 Contact: John Oliver (612) 490-8336 ",True
914,"STS is having SAS SCR 1,2,3 alarms and Is tripping breaker S2. He is requesting a tech on site to Investigate.

WE will need to measure SCR's and if readings are correct, replace SAS board.",0,50046000000rCI2AAM,"STS is having SAS SCR 1,2,3 alarms and Is tripping breaker S2. He is requesting a tech on site to Investigate. WE will need to measure SCR's and if readings are correct, replace SAS board. ",True
915,"RPP panelboard amps  not reading correctly. Need to investigate issue. May be calibration issue.
4100 Beechwood Drive
Greensboro",0,50046000000rCI0AAM,RPP panelboard amps not reading correctly. Need to investigate issue. May be calibration issue. 4100 Beechwood Drive Greensboro ,True
916,"Start-up (1) RPP unit
Serial # 180-2337
Model# RPP-02-0-441-D4

Site address:
Oracle
1477 South 4800 West
Salt Lake City, UT 84104

Contact:
Wayne Marcelis
801-230-3705 (o)
801-956-3926 (c)",0,50046000000rCHzAAM,"Start-up (1) RPP unit Serial # 180-2337 Model# RPP-02-0-441-D4 Site address: Oracle 1477 South 4800 West Salt Lake City, UT 84104 Contact: Wayne Marcelis 801-230-3705 (o) 801-956-3926 (c) ",True
917,"Time:
9AM

Scope:
To perform PM on (4) PDUs; 110-2467-1-4; SO# 11480.

Site Address: 
National Net
1130 Powers Ferry Place, SE 
Marietta, GA 30067 

Site Contact: 
Christine Sotelo 
858-755-4329",0,50046000000rC9xAAE,"Time: 9AM Scope: To perform PM on (4) PDUs; 110-2467-1-4; SO# 11480. Site Address: National Net 1130 Powers Ferry Place, SE Marietta, GA 30067 Site Contact: Christine Sotelo 858-755-4329 ",True
918,"troubleshoot phase alarm on STS, serial # 420-0030-


Site
Verizon Terremark
3000 Corvin Dr
Santa Clara, CA  95051

contact;
Caleb Simon
408-331-6938",0,50046000000rC9vAAE,"troubleshoot phase alarm on STS, serial # 420-0030- Site Verizon Terremark 3000 Corvin Dr Santa Clara, CA 95051 contact; Caleb Simon 408-331-6938 ",True
919,"GE rep believes the power supply is bad

site:
Time Warner
3412 Andtree Blvd
Austin, TX  78724",0,50046000000rC9sAAE,"GE rep believes the power supply is bad site: Time Warner 3412 Andtree Blvd Austin, TX 78724 ",True
920,"auxiliary fans on unit BJ3 is on and causing an alarm.

site
Cyrus One
Carrollton, TX",0,50046000000rC9pAAE,"auxiliary fans on unit BJ3 is on and causing an alarm. site Cyrus One Carrollton, TX ",True
921,"scope:
PM QTY(1) STS unit and
perform a manual transfer to
ensure the unit is working
properly
SN:411-0025

site
ADT
8880 Esters Blvd
Irving, TX  75063",0,50046000000rC9uAAE,"scope: PM QTY(1) STS unit and perform a manual transfer to ensure the unit is working properly SN:411-0025 site ADT 8880 Esters Blvd Irving, TX 75063 ",True
922,"Time:
9AM

Scope:
To perform SU on (6) RPPs; 186-0199-1-7 (not 186-0199-3)

Site address:
Sentinel
800 Cottontail Lane
Somerset, NJ 07743

Contact:
Michael Gabriel
732-546-7019",0,50046000000rCASAA2,"Time: 9AM Scope: To perform SU on (6) RPPs; 186-0199-1-7 (not 186-0199-3) Site address: Sentinel 800 Cottontail Lane Somerset, NJ 07743 Contact: Michael Gabriel 732-546-7019 ",True
923,"add one 250A breaker, CT's to monitor new subfeed, lugs, into existing PDU

site
Verizon (Hi-Tech Electric)
700 Hidden Ridge
Irving, TX  75038",0,50046000000rCAMAA2,"add one 250A breaker, CT's to monitor new subfeed, lugs, into existing PDU site Verizon (Hi-Tech Electric) 700 Hidden Ridge Irving, TX 75038 ",True
924,"Stream that are having comm Issues with two PDUs.   They are sending out messages every minute or so of online/offline. Stream has since shut them off due to this issue
DH3-B1-PDU-2
DH3-B1-PDU-4
serial # 110-4429-2 &  110-4429-4

Site address:
Stream DH2/Parsons Electric
1708 West Creek Lane
Chaska, MN 55318",0,50046000000rCAKAA2,"Stream that are having comm Issues with two PDUs. They are sending out messages every minute or so of online/offline. Stream has since shut them off due to this issue DH3-B1-PDU-2 DH3-B1-PDU-4 serial # 110-4429-2 & 110-4429-4 Site address: Stream DH2/Parsons Electric 1708 West Creek Lane Chaska, MN 55318 ",True
925,"Time:
9AM

Scope:
To re-program 4 - 30 amp circuits

Site Address:
DLR 
3 Corporate Place
Piscataway, NJ 

Site Contact:
Jim Cavalieri
848-888-2830",0,50046000000rCADAA2,"Time: 9AM Scope: To re-program 4 - 30 amp circuits Site Address: DLR 3 Corporate Place Piscataway, NJ Site Contact: Jim Cavalieri 848-888-2830 ",True
926,"Time:
8AM

Scope:
To perform SU on (2) PDUs; 110-4500-1-2; SO24776

Site address:
Tier Point
1401 Russel Street
Baltimore, MD 21230

Contact:
Anthony Rosato
215-606-8978",0,50046000000rCACAA2,"Time: 8AM Scope: To perform SU on (2) PDUs; 110-4500-1-2; SO24776 Site address: Tier Point 1401 Russel Street Baltimore, MD 21230 Contact: Anthony Rosato 215-606-8978 ",True
927,"PDU has a flashing display board.  serial # 110-2464-5

site
Walgreens
1084 Mount Prospect Plaza
Mt Prospect, IL  60056",0,50046000000rCA9AAM,"PDU has a flashing display board. serial # 110-2464-5 site Walgreens 1084 Mount Prospect Plaza Mt Prospect, IL 60056 ",True
928,"ï	Connection of feeders from one new PDU to one existing UPS module.
ï	Startup  up of  One PDI  225kVA power distribution unit. This unit was pre-commissioned by Bruns-Pak and started by PDI.",0,50046000000rCA8AAM,ï	Connection of feeders from one new PDU to one existing UPS module. ï	Startup up of One PDI 225kVA power distribution unit. This unit was pre-commissioned by Bruns-Pak and started by PDI. ,True
929,"upgrade:
(8) PCB10897 with mounting plate and
hardware. Shall use existing voltage
reference from existing BCMS card
already in unit. 
(8) PCB09268 ñ rabbit
card required. 
(40) 400A Split core CTs
for 3phase + N&G and connectors, shall be tied back to
BCMS card.               

site
QTS
Irving, TX",0,50046000000rCA0AAM,"upgrade: (8) PCB10897 with mounting plate and hardware. Shall use existing voltage reference from existing BCMS card already in unit. (8) PCB09268 ñ rabbit card required. (40) 400A Split core CTs for 3phase + N&G and connectors, shall be tied back to BCMS card. site QTS Irving, TX ",True
